Train no,Train Name,arrival,Station Code,Zone,duration_m,Station Name,departure,return_train,Destination Station,Destination Station Name,Distance
22408,Delhi Anand Vihar Terminus-Varanasi Garib Rath,08:05:00,ANVT,NR,55,ANAND VIHAR TRM,18:10:00,22407,BSB,VARANASI JN,781
22409,Sasaram-Anand ViharT Delhi GariRath Express,11:50:00,SSM,NR,35,SASARAM,21:15:00,22410,ANVT,ANAND VIHAR TRM,874
22423,Guwahati-New Delhi Rajdhani Express,10:10:00,GHY,NR,5,GUWAHATI,07:05:00,22424,NDLS,NEW DELHI,1880
22481,Jodhpur-Delhi Sarai Rohilla Express,05:35:00,JU,NR,35,JODHPUR JN,19:00:00,22482,DEE,DELHI SARAI ROHILLA,622
22482,Delhi Sarai Rohilla-Jodhpur Express,09:10:00,DEE,NR,45,DELHI SARAI ROHILLA,22:25:00,22481,JU,JODHPUR JN,622
22609,Mangalore - Palghat Intercity Express,18:15:00,MAQ,SR,15,MANGALORE CNTL,12:00:00,22610,PGT,PALAKKAD,352
22610,Palghat Mangalore Intercity,13:40:00,PGT,SR,15,PALAKKAD,07:25:00,22609,MAQ,MANGALORE CNTL,352
22815,Bilaspur-Ernakulam Express,21:35:00,BSP,SECR,25,BILASPUR JN,08:10:00,22816,ERS,ERNAKULAM JN,2155
22816,Ernakulam-Bilaspur Express,21:35:00,ERS,SECR,5,ERNAKULAM JN,08:30:00,22815,BSP,BILASPUR JN,2156
22853,Kolkata Shalimar-Visakhapatnam Superfast express,08:20:00,SHM,SER,5,KOLKATA SHALIMAR,18:15:00,22854,VSKP,VISHAKAPATNAM,880
22854,Visakhapatnam-Shalimar Express,03:30:00,VSKP,SER,45,VISHAKAPATNAM,13:45:00,22853,SHM,KOLKATA SHALIMAR,880
22861,Rajya Rani Express,10:55:00,SHM,SER,15,KOLKATA SHALIMAR,06:40:00,22862,BQA,BANKURA,229
22862,Rajya Rani Express,18:00:00,BQA,SER,15,BANKURA,13:45:00,22861,SHM,KOLKATA SHALIMAR,229
24033,Jammu Mail,06:25:00,DLI,NR,5,OLD DELHI,20:20:00,24034,HSX,Hoshiarpur,411
24034,Jammu Mail,05:45:00,HSX,NR,35,Hoshiarpur,19:10:00,24033,DLI,OLD DELHI,411
24042,KOTDWAR - NAJIBABAD Mussoorie Exp,08:35:00,KTW,NR,35,KOTDWARA,22:00:00,24041,DEE,DELHI SARAI ROHILLA,243
24887,Haridwar-Barmer Link Express,20:00:00,HW,NWR,55,HARIDWAR JN,19:05:00,24888,BME,BARMER,1169
24888,Barmer-Haridwar Link Express,09:30:00,BME,NWR,45,BARMER,06:45:00,24887,HW,HARIDWAR JN,1169
25202,Narkatiaganj Sugauli InterCity Link Express,06:00:00,NKE,NER,15,NARKATIAGANJ JN,04:45:00,25201,SGL,SAGAULI JN,59
29019,Nimach Kota Link Exp,07:25:00,NMH,WR,45,NIMACH,13:40:00,29020,MTC,MEERUT CITY,755
29020,Dehradun Express Slip,13:15:00,MTC,WR,55,MEERUT CITY,19:20:00,29019,NMH,NIMACH,755
31393,Sealdah-Kalyani Local,10:08:00,SDAH,ER,16,KOLKATA SEALDAH,08:52:00,31392,KYI,Kalyani,48
31511,Sealdah-Shantipur Local,07:00:00,SDAH,ER,25,KOLKATA SEALDAH,04:35:00,31512,STB,Shantipur,93
31921,SDAH GEDE LOCAL,19:58:00,SDAH,ER,43,KOLKATA SEALDAH,17:15:00,31920,GEDE,Gede,116
31923,SDAH GEDE LOCAL,21:04:00,SDAH,ER,44,KOLKATA SEALDAH,18:20:00,31922,GEDE,Gede,116
31925,SDAH GEDE LOCAL,21:54:00,SDAH,ER,37,KOLKATA SEALDAH,19:17:00,31924,GEDE,Gede,116
31927,Sealdah Gede EMU,00:11:00,SDAH,ER,41,KOLKATA SEALDAH,21:30:00,31926,GEDE,Gede,116
31929,Sealdah-Gede Local,23:15:00,SDAH,ER,43,KOLKATA SEALDAH,20:32:00,31930,GEDE,Gede,116
15657,KOLKATA SEALDAH - GUWAHATI KanchanJungha Exp,04:30:00,SDAH,NFR,55,KOLKATA SEALDAH,06:35:00,15658,GHY,GUWAHATI,975
23225,InterCity Link Express,20:40:00,SHC,ECR,50,SAHARSA JN,12:50:00,23226,DNR,DANAPUR,229
23226,InterCity Link Express,13:45:00,DNR,ECR,0,DANAPUR,06:45:00,23225,SHC,SAHARSA JN,229
24227,Varuna Express,11:35:00,BSB,NR,40,VARANASI JN,04:55:00,24228,CNB,KANPUR CENTRAL,355
24228,Varuna Express,23:20:00,CNB,NR,20,KANPUR CENTRAL,16:00:00,24227,BSB,VARANASI JN,355
24369,Triveni Express,12:30:00,SKTN,NR,35,Shakti Nagar,17:55:00,24370,BE,BAREILLY,742
24370,Triveni Express,07:50:00,BE,NR,50,BAREILLY,12:00:00,24369,SKTN,Shakti Nagar,741
29059,Hapa InterCity Express,23:32:00,ST,WR,57,SURAT,13:35:00,29060,HAPA,HAPA,552
29060,Surat InterCity Express,14:55:00,HAPA,WR,0,HAPA,04:55:00,29059,ST,SURAT,552
31922,GEDE SDAH LOCAL,18:12:00,GEDE,ER,37,Gede,15:35:00,31921,SDAH,KOLKATA SEALDAH,116
31924,GEDE SDAH LOCAL,22:35:00,GEDE,ER,41,Gede,19:54:00,31923,SDAH,KOLKATA SEALDAH,116
31926,GEDE SDAH LOCAL,00:02:00,GEDE,ER,37,Gede,21:25:00,31925,SDAH,KOLKATA SEALDAH,116
31930,GEDE SDAH LOCAL,07:40:00,GEDE,ER,35,Gede,05:05:00,31929,SDAH,KOLKATA SEALDAH,116
32249,Sealdah-Dankuni Local,13:57:00,SDAH,ER,42,KOLKATA SEALDAH,13:15:00,32250,DKAE,DANKUNI,22
33512,Hasanabad Sealdah EMU,05:30:00,HNB,ER,25,Hasanabad,03:05:00,33511,SDAH,KOLKATA SEALDAH,0
34793,Namkhana Sealdah Local,06:58:00,NMKA,ER,48,Namkhana,04:10:00,34792,SDAH,KOLKATA SEALDAH,108
34794,Sealdah-Namkhana Local,00:10:00,SDAH,ER,45,KOLKATA SEALDAH,21:25:00,34793,NMKA,Namkhana,108
34857,Diamond Harbour Sealdah Local,11:08:00,DH,ER,33,Diamond Harbour,09:35:00,34858,SDAH,KOLKATA SEALDAH,59
34858,Sealdah-Diamond Harbour Local,09:27:00,SDAH,ER,2,KOLKATA SEALDAH,07:25:00,34857,DH,Diamond Harbour,59
37397,Howrah-Singur Local,21:05:00,HWH,ER,0,HOWRAH JN,20:05:00,37398,SIU,Singur,33
37657,Howrah-Memari Local,10:30:00,HWH,ER,50,HOWRAH JN,08:40:00,37658,MYM,MEMARI,82
37658,Memari Howrah Local,13:15:00,MYM,ER,5,MEMARI,11:10:00,37657,HWH,HOWRAH JN,82
38403,Howrah Panskura EMU,07:35:00,HWH,SER,50,HOWRAH JN,05:45:00,38404,PKU,PANSKURA,71
38405,Howrah Panskura EMU,08:33:00,HWH,SER,48,HOWRAH JN,06:45:00,38404,PKU,PANSKURA,71
38411,Howrah Panskura EMU,09:30:00,HWH,SER,50,HOWRAH JN,07:40:00,38410,PKU,PANSKURA,71
38417,Howrah Panskura EMU,11:05:00,HWH,SER,50,HOWRAH JN,09:15:00,38416,PKU,PANSKURA,71
38419,Howrah Panskura EMU,11:15:00,HWH,SER,50,HOWRAH JN,09:25:00,38418,PKU,PANSKURA,71
38423,Howrah Panskura EMU,11:50:00,HWH,SER,45,HOWRAH JN,10:05:00,38424,PKU,PANSKURA,71
38429,Howrah Panskura EMU,13:20:00,HWH,SER,50,HOWRAH JN,11:30:00,38428,PKU,PANSKURA,71
38433,Howrah Panskura EMU,14:55:00,HWH,SER,50,HOWRAH JN,13:05:00,38434,PKU,PANSKURA,71
38443,Howrah Panskura EMU,17:44:00,HWH,SER,29,HOWRAH JN,16:15:00,38442,BOP,BHOGPUR,64
58124,Jharsuguda Sambalpur Passenger,06:00:00,JSG,SER,25,JHARSUGUDA JN,04:35:00,58125,SBP,SAMBALPUR,50
18304,PURI - SAMBALPUR Intercity Exp,22:15:00,PURI,ECoR,30,PURI,15:45:00,18303,SBP,SAMBALPUR,341
18312,VARANASI - SAMBALPUR Exp,11:15:00,BSB,ECoR,25,VARANASI JN,14:50:00,18311,SBP,SAMBALPUR,896
37356,Tarakeswar Howrah Local,14:30:00,TAK,ER,45,Tarakeswar,12:45:00,37355,HWH,HOWRAH JN,57
37398,Singur Howrah Local,22:10:00,SIU,ER,55,Singur,21:15:00,37397,HWH,HOWRAH JN,33
38416,Panskura Howrah EMU,06:35:00,PKU,SER,45,PANSKURA,04:50:00,38417,HWH,HOWRAH JN,71
38418,Panskura Howrah EMU,06:55:00,PKU,SER,50,PANSKURA,05:05:00,38417,HWH,HOWRAH JN,71
38420,Panskura Howrah EMU,07:30:00,PKU,SER,50,PANSKURA,05:40:00,38419,HWH,HOWRAH JN,71
38424,Panskura Howrah EMU,08:25:00,PKU,SER,55,PANSKURA,06:30:00,38423,HWH,HOWRAH JN,71
38428,Panskura Howrah EMU,09:05:00,PKU,SER,48,PANSKURA,07:17:00,38429,HWH,HOWRAH JN,71
38434,Panskura Howrah EMU,10:40:00,PKU,SER,55,PANSKURA,08:45:00,38435,HWH,HOWRAH JN,71
38435,Howrah Panskura EMU,15:45:00,HWH,SER,50,HOWRAH JN,13:55:00,38436,PKU,PANSKURA,71
38441,Howrah Panskura EMU,17:27:00,HWH,SER,52,HOWRAH JN,15:35:00,38442,PKU,PANSKURA,71
38444,Panskura Howrah EMU,12:00:00,PKU,SER,50,PANSKURA,10:10:00,38445,HWH,HOWRAH JN,71
38445,Howrah Panskura EMU,18:20:00,HWH,SER,50,HOWRAH JN,16:30:00,38444,PKU,PANSKURA,71
38448,Panskura Howrah EMU,13:15:00,PKU,SER,55,PANSKURA,11:20:00,38449,HWH,HOWRAH JN,71
38449,Howrah Panskura EMU,18:50:00,HWH,SER,55,HOWRAH JN,16:55:00,38448,PKU,PANSKURA,71
38450,Panskura Howrah EMU,13:58:00,PKU,SER,55,PANSKURA,12:03:00,38449,HWH,HOWRAH JN,71
38457,Howrah Panskura EMU,20:35:00,HWH,SER,50,HOWRAH JN,18:45:00,38458,PKU,PANSKURA,71
38463,Howrah Panskura EMU,20:55:00,HWH,SER,45,HOWRAH JN,19:10:00,38462,PKU,PANSKURA,71
38464,Panskura Howrah EMU,18:25:00,PKU,SER,50,PANSKURA,16:35:00,38463,HWH,HOWRAH JN,71
38467,Howrah Panskura EMU,22:03:00,HWH,SER,53,HOWRAH JN,20:10:00,38468,PKU,PANSKURA,71
38469,Howrah Panskura EMU,22:20:00,HWH,SER,55,HOWRAH JN,20:25:00,38468,PKU,PANSKURA,71
40513,Chennai Beach Chengulpet EMU(12 car),08:15:00,MSB,SR,45,CHENNAI BEACH,06:30:00,40514,CGL,CHENGALPATTU,63
54056,Delhi Moradabad Passenger,14:35:00,DLI,NR,55,OLD DELHI,09:40:00,54055,MB,MORADABAD,175
54305,Moradabad Hapur Passenger,09:50:00,MB,NR,45,MORADABAD,06:05:00,54306,HPU,HAPUR,118
54307,Moradabad Delhi Passenger,22:25:00,MB,NR,25,MORADABAD,17:00:00,54308,DLI,OLD DELHI,175
54314,Moradabad Chandausi Passenger,17:30:00,MB,NR,20,MORADABAD,16:10:00,54313,CH,CHANDAUSI JN,44
54315,Moradabad Sahranpur Passenger,23:20:00,MB,NR,5,MORADABAD,18:15:00,54316,SRE,SAHARANPUR,194
54395,MORADABAD -  NAJIBABAD  PASSENGER,01:20:00,MB,NR,30,MORADABAD,18:50:00,54396,NBD,NAJIBABAD JN,161
54398,Moradabad Sambahal Hatim Sarai Pass,14:20:00,MB,NR,0,MORADABAD,12:20:00,54397,SHTS,Sambhal Hatim Sarai,45
55311,MORADABAD - KASHIPUR PASSENGER,15:05:00,MB,NER,30,MORADABAD,13:35:00,55312,KPV,KASHIPUR,50
55323,MORADABAD - RAMNAGAR PASSENGER,22:50:00,MB,NER,0,MORADABAD,20:50:00,55324,RMR,RAMNAGAR,77
58127,Jharsuguda Sambalpur Passenger,18:55:00,JSG,SER,35,JHARSUGUDA JN,17:20:00,58126,SBP,SAMBALPUR,50
12288,DEHRADUN - KOCHUVELI SF Express,15:30:00,DDN,SR,30,DEHRADUN,06:00:00,12287,KCVL,KOCHUVELI,3459
12665,HOWRAH - KANNIYAKUMARI SF Exp,11:40:00,HWH,SR,30,HOWRAH JN,16:10:00,12666,CAPE,KANYAKUMARI,2431
12778,TRIVANDRUM KOCHUVELI - HUBLI SF Exp,12:45:00,KCVL,SWR,55,KOCHUVELI,12:50:00,12777,UBL,HUBLI JN,1307
14707,BIKANER - MUMBAI BANDRA Ranakpur Exp,10:55:00,BKN,NWR,25,BIKANER JN,09:30:00,14708,BDTS,MUMBAI BANDRA TERMINUS,1212
16352,NAGERCOIL - MUMBAI CST Balaji Exp,20:50:00,NCJ,SR,10,NAGERCOIL JN,04:40:00,16351,CSTM,MUMBAI CST,1967
16723,CHENNAI EGMORE - TRIVANDRUM Anantapuri Exp,11:05:00,MS,SR,50,CHENNAI EGMORE,19:15:00,16724,TVC,TRIVANDRUM CENTRAL,798
38468,Panskura Howrah EMU,19:02:00,PKU,SER,48,PANSKURA,17:14:00,38467,HWH,HOWRAH JN,71
38470,Panskura Howrah EMU,19:35:00,PKU,SER,50,PANSKURA,17:45:00,38469,HWH,HOWRAH JN,71
40515,Chennai Beach Chengulpet EMU,08:25:00,MSB,SR,40,CHENNAI BEACH,06:45:00,40514,CGL,CHENGALPATTU,63
40517,Chennai Beach Chengulpet EMU(12 car),08:35:00,MSB,SR,40,CHENNAI BEACH,06:55:00,40516,CGL,CHENGALPATTU,63
40519,Chennai Beach Chengulpet EMU,09:30:00,MSB,SR,52,CHENNAI BEACH,07:38:00,40518,CGL,CHENGALPATTU,59
40705,Chennai Beach Tirumalpur local,13:30:00,MSB,SR,45,CHENNAI BEACH,10:45:00,40704,TMLP,TIRUMALPUR,108
40707,Chennai Beach Tirumalpur Fast EMU,20:35:00,MSB,SR,25,CHENNAI BEACH,18:10:00,40706,TMLP,TIRUMALPUR,108
41003,Chennai Beach Velachery EMU,05:25:00,MSB,SR,40,CHENNAI BEACH,04:45:00,41004,VLCY,Velachery,18
41005,Chennai Beach Velachery EMU,05:55:00,MSB,SR,40,CHENNAI BEACH,05:15:00,41004,VLCY,Velachery,18
55303,MORADABAD - KATHGODAM Pass,11:10:00,MB,NER,40,MORADABAD,06:30:00,55304,KGM,KATHGODAM,131
55305,MORADABAD - RAMNAGAR Fast Passenger,06:10:00,MB,NER,50,MORADABAD,04:20:00,55306,RMR,RAMNAGAR,77
55307,MORADABAD - RAMNAGAR PASSENGER,12:35:00,MB,NER,10,MORADABAD,10:25:00,55308,RMR,RAMNAGAR,76
55309,MORADABAD  - RAMNAGAR PASSENGER,20:00:00,MB,NER,15,MORADABAD,17:45:00,55310,RMR,RAMNAGAR,77
55321,MORADABAD  - RAMNAGAR PASSENGER,09:35:00,MB,NER,25,MORADABAD,07:10:00,55322,RMR,RAMNAGAR,77
40516,Chengulpet Chennai Beach Semi Fast EMU (12 Car),08:57:00,CGL,SR,32,CHENGALPATTU,07:25:00,40515,MSB,CHENNAI BEACH,59
40518,Chengulpet Chennai Beach Semi Fast EMU (12 Car),09:15:00,CGL,SR,35,CHENGALPATTU,07:40:00,40517,MSB,CHENNAI BEACH,59
40520,Chengulpet Chennai Beach Semi Fast EMU (12 Car),09:47:00,CGL,SR,47,CHENGALPATTU,08:00:00,40519,MSB,CHENNAI BEACH,59
40521,Chennai Beach Chengulpet EMU,10:40:00,MSB,SR,44,CHENNAI BEACH,08:56:00,40520,CGL,CHENGALPATTU,59
40522,Chengulpet Chennai Beach Semi Fast EMU (12 Car),09:55:00,CGL,SR,30,CHENGALPATTU,08:25:00,40521,MSB,CHENNAI BEACH,59
40523,Chennai Beach Chengulpet EMU,11:25:00,MSB,SR,48,CHENNAI BEACH,09:37:00,40522,CGL,CHENGALPATTU,59
40524,Chengulpet Chennai Beach EMU,10:23:00,CGL,SR,48,CHENGALPATTU,08:35:00,40523,MSB,CHENNAI BEACH,59
40704,Tirumalpur Chennai Beach Fast EMU,09:30:00,TMLP,SR,25,TIRUMALPUR,07:05:00,40705,MSB,CHENNAI BEACH,108
40706,Tirumalpur Chennai Beach Fast EMU,10:25:00,TMLP,SR,35,TIRUMALPUR,07:50:00,40707,MSB,CHENNAI BEACH,108
41063,Chennai Beach Velachery EMU,11:55:00,MSB,SR,40,CHENNAI BEACH,11:15:00,41064,VLCY,Velachery,18
41067,Chennai Beach Velachery EMU,12:35:00,MSB,SR,40,CHENNAI BEACH,11:55:00,41066,VLCY,Velachery,18
41111,Chennai Beach Velachery EMU,19:15:00,MSB,SR,40,CHENNAI BEACH,18:35:00,41112,VLCY,Velachery,18
41113,Chennai Beach Velachery EMU,19:25:00,MSB,SR,40,CHENNAI BEACH,18:45:00,41112,VLCY,Velachery,18
52941,GANDHIGRAM - SBI-BTD PASSENGER,13:10:00,GG,WR,10,GANDHIGRAM,09:00:00,52942,BTDF,BOTAD JN,155
54308,Delhi Moradabad Passenger,07:30:00,DLI,NR,45,OLD DELHI,01:45:00,54307,MB,MORADABAD,175
41064,VLCY MSB LOCAL,13:20:00,VLCY,SR,40,Velachery,12:40:00,41063,MSB,CHENNAI BEACH,0
41066,Velachery Chennai Local,13:40:00,VLCY,SR,40,Velachery,13:00:00,41065,MSB,CHENNAI BEACH,0
41112,Velachery Chennai Beach Passenger,19:40:00,VLCY,SR,40,Velachery,19:00:00,41111,MSB,CHENNAI BEACH,0
43506,Tiruttani Chennai Central Local,12:05:00,TRT,SR,25,TIRUTTANI,09:40:00,43505,MAS,CHENNAI CENTRAL,83
43551,Arakkonam Tiruttani EMU,04:50:00,AJJ,SR,30,ARAKKONAM,04:20:00,43552,TRT,TIRUTTANI,14
43552,Tiruttani Arakkonam EMU,05:15:00,TRT,SR,20,TIRUTTANI,04:55:00,43551,AJJ,ARAKKONAM,14
43553,Arakkonam Tiruttani EMU,05:30:00,AJJ,SR,20,ARAKKONAM,05:10:00,43552,TRT,TIRUTTANI,14
43554,Tiruttani Arakkonam EMU,21:20:00,TRT,SR,20,TIRUTTANI,21:00:00,43553,AJJ,ARAKKONAM,14
43892,Pattabiram East Avadi EMU,23:55:00,PRES,SR,20,Pattabiram East,23:35:00,43891,AVD,AVADI,10
54313,Chandausi Moradabad Passenger,19:30:00,CH,NR,35,CHANDAUSI JN,17:55:00,54314,MB,MORADABAD,44
12952,Mumbai Rajdhani Express,08:35:00,NDLS,WR,5,NEW DELHI,16:30:00,12951,BCT,Mumbai Central,1384
